#group,false,false,true,true,false,false,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string
#default,mean,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement
,,53,2016-07-05T09:50:51.974Z,2021-10-05T09:50:51.973Z,2016-08-19T21:44:00Z,0,Ch007_smax_V,AMU
,,54,2016-07-05T09:50:51.974Z,2021-10-05T09:50:51.973Z,2016-08-19T21:44:00Z,6.122496111111122,Ch008_accrest_V,AMU
,,55,2016-07-05T09:50:51.974Z,2021-10-05T09:50:51.973Z,2016-08-19T21:44:00Z,0.19960166666666654,Ch008_acpeak_V,AMU
,,56,2016-07-05T09:50:51.974Z,2021-10-05T09:50:51.973Z,2016-08-19T21:44:00Z,0.03265055555555579,Ch008_acrms_V,AMU
,,57,2016-07-05T09:50:51.974Z,2021-10-05T09:50:51.973Z,2016-08-19T21:44:00Z,4.265750555555553,Ch008_kurtosis_V,AMU
,,58,2016-07-05T09:50:51.974Z,2021-10-05T09:50:51.973Z,2016-08-19T21:44:00Z,-0.04115777777777708,Ch008_mean_V,AMU
,,59,2016-07-05T09:50:51.974Z,2021-10-05T09:50:51.973Z,2016-08-19T21:44:00Z,0.35390277777777784,Ch008_peak2peak_V,AMU
,,60,2016-07-05T09:50:51.974Z,2021-10-05T09:50:51.973Z,2016-08-19T21:44:00Z,0,Ch008_smax_V,AMU
,,61,2016-07-05T09:50:51.974Z,2021-10-05T09:50:51.973Z,2016-08-19T21:44:00Z,7.001347222222222,Ch009_accrest_V,AMU
,,62,2016-07-05T09:50:51.974Z,2021-10-05T09:50:51.973Z,2016-08-19T21:44:00Z,0.35194055555555603,Ch009_acpeak_V,AMU
,,63,2016-07-05T09:50:51.974Z,2021-10-05T09:50:51.973Z,2016-08-19T21:44:00Z,0.050131666666666234,Ch009_acrms_V,AMU
,,64,2016-07-05T09:50:51.974Z,2021-10-05T09:50:51.973Z,2016-08-19T21:44:00Z,4.143332777777776,Ch009_kurtosis_V,AMU
,,65,2016-07-05T09:50:51.974Z,2021-10-05T09:50:51.973Z,2016-08-19T21:44:00Z,-0.020758333333333795,Ch009_mean_V,AMU
